0,1,1,0
46204,1,1,1
46216,1,1,0
100783,1,1,1
100796,1,1,0
155397,1,1,1
155410,1,1,0
210059,1,1,1
210072,1,1,0
264760,1,1,1
264773,1,1,0
319496,1,1,1
319509,1,1,0
374279,1,1,1
374292,1,1,0
429099,1,1,1
429112,1,1,0
483955,1,1,1
483967,1,1,0
538856,1,1,1
538869,1,1,0
593793,1,1,1
593806,1,1,0
648767,1,1,1
648780,1,1,0
703787,1,1,1
703800,1,1,0
758842,1,1,1
758855,1,1,0
813927,1,1,1
813940,1,1,0
869059,1,1,1
869072,1,1,0
924229,1,1,1
924242,1,1,0
979439,1,1,1
979451,1,1,0
1034691,1,1,1
1034704,1,1,0
1089982,1,1,1
1089995,1,1,0
1145310,1,1,1
1145323,1,1,0
1200683,1,1,1
1200695,1,1,0
1256094,1,1,1
1256107,1,1,0
1311544,1,1,1
1311557,1,1,0
1367035,1,1,1
1367048,1,1,0
1422564,1,1,1
1422577,1,1,0
1478131,1,1,1
1478144,1,1,0
1533736,1,1,1
1533749,1,1,0
1589383,1,1,1
1589395,1,1,0
1645065,1,1,1
1645078,1,1,0
1700791,1,1,1
1700803,1,1,0
1756558,1,1,1
1756571,1,1,0
1812361,1,1,1
1812374,1,1,0
1868205,1,1,1
1868218,1,1,0
1924090,1,1,1
1924102,1,1,0
1980013,1,1,1
1980026,1,1,0
2035980,1,1,1
2035993,1,1,0
2091985,1,1,1
2091998,1,1,0
2148024,1,1,1
2148037,1,1,0
2204110,1,1,1
2204123,1,1,0
2260235,1,1,1
2260248,1,1,0
2316392,1,1,1
2316404,1,1,0
2372588,1,1,1
2372601,1,1,0
2428823,1,1,1
2428836,1,1,0
2485096,1,1,1
2485108,1,1,0
2541415,1,1,1
2541428,1,1,0
2597773,1,1,1
2597786,1,1,0
2654163,1,1,1
2654176,1,1,0
2710599,1,1,1
2710611,1,1,0
2767071,1,1,1
2767084,1,1,0
2823581,1,1,1
2823594,1,1,0
2880134,1,1,1
2880147,1,1,0
2936726,1,1,1
2936739,1,1,0
2993357,1,1,1
2993370,1,1,0
3050024,1,1,1
3050037,1,1,0
3106732,1,1,1
3106745,1,1,0
3163477,1,1,1
3163490,1,1,0
3220267,1,1,1
3220280,1,1,0
3277095,1,1,1
3277108,1,1,0
3333960,1,1,1
3333973,1,1,0
3390872,1,1,1
3390885,1,1,0
3447822,1,1,1
3447835,1,1,0
3504810,1,1,1
3504823,1,1,0
3561842,1,1,1
3561855,1,1,0
3618914,1,1,1
3618927,1,1,0
3676023,1,1,1
3676036,1,1,0
3733172,1,1,1
3733185,1,1,0
3790361,1,1,1
3790374,1,1,0
3847580,1,1,1
3847593,1,1,0
3904840,1,1,1
3904853,1,1,0
3962139,1,1,1
3962152,1,1,0
4019479,1,1,1
4019492,1,1,0
4076862,1,1,1
4076874,1,1,0
4134286,1,1,1
4134299,1,1,0
4191744,1,1,1
4191757,1,1,0
4249250,1,1,1
4249262,1,1,0
4306793,1,1,1
4306806,1,1,0
4364371,1,1,1
4364383,1,1,0
4421995,1,1,1
4422008,1,1,0
4479656,1,1,1
4479669,1,1,0
4537354,1,1,1
4537366,1,1,0
4595098,1,1,1
4595111,1,1,0
4652878,1,1,1
4652891,1,1,0
4710698,1,1,1
4710711,1,1,0
4768561,1,1,1
4768573,1,1,0
4826460,1,1,1
4826473,1,1,0
4884395,1,1,1
4884408,1,1,0
4942379,1,1,1
4942392,1,1,0
5000397,1,1,1
5000410,1,1,0
5058453,1,1,1
5058465,1,1,0
5116550,1,1,1
5116563,1,1,0
5174688,1,1,1
5174701,1,1,0
5232860,1,1,1
5232873,1,1,0
5291070,1,1,1
5291083,1,1,0
5349323,1,1,1
5349336,1,1,0
5407607,1,1,1
5407620,1,1,0
5465934,1,1,1
5465946,1,1,0
5524296,1,1,1
5524309,1,1,0
5582696,1,1,1
5582709,1,1,0
5641143,1,1,1
5641156,1,1,0
5699632,1,1,1
5699645,1,1,0
5758161,1,1,1
5758174,1,1,0
5816729,1,1,1
5816742,1,1,0
5875335,1,1,1
5875347,1,1,0
5933981,1,1,1
5933994,1,1,0
5992664,1,1,1
5992677,1,1,0
6051389,1,1,1
6051401,1,1,0
6110150,1,1,1
6110163,1,1,0
6168960,1,1,1
6168973,1,1,0
6227810,1,1,1
6227822,1,1,0
6286693,1,1,1
6286706,1,1,0
6345616,1,1,1
6345629,1,1,0
6404583,1,1,1
6404596,1,1,0
6463589,1,1,1
6463602,1,1,0
6522639,1,1,1
6522652,1,1,0
6581722,1,1,1
6581735,1,1,0
6640846,1,1,1
6640859,1,1,0
6700015,1,1,1
6700028,1,1,0
6759223,1,1,1
6759236,1,1,0
6818467,1,1,1
6818480,1,1,0
6877752,1,1,1
6877764,1,1,0
6937068,1,1,1
6937081,1,1,0
6996419,1,1,1
6996432,1,1,0
7055815,1,1,1
7055828,1,1,0
7115252,1,1,1
7115265,1,1,0
7174726,1,1,1
7174739,1,1,0
7234248,1,1,1
7234261,1,1,0
7293804,1,1,1
7293817,1,1,0
7353399,1,1,1
7353412,1,1,0
7413042,1,1,1
7413055,1,1,0
7472721,1,1,1
7472734,1,1,0
7532440,1,1,1
7532453,1,1,0
7592197,1,1,1
7592210,1,1,0
7651989,1,1,1
7652002,1,1,0
7711822,1,1,1
7711835,1,1,0
7771700,1,1,1
7771713,1,1,0
7831615,1,1,1
7831628,1,1,0
7891564,1,1,1
7891577,1,1,0
7951551,1,1,1
7951564,1,1,0
8011585,1,1,1
8011598,1,1,0
8071655,1,1,1
8071667,1,1,0
8131771,1,1,1
8131784,1,1,0
8191924,1,1,1
8191937,1,1,0
8252114,1,1,1
8252126,1,1,0
8312348,1,1,1
8312361,1,1,0
8372622,1,1,1
8372634,1,1,0
8432931,1,1,1
8432944,1,1,0
8493276,1,1,1
8493289,1,1,0
8553659,1,1,1
8553672,1,1,0
8614084,1,1,1
8614097,1,1,0
8674546,1,1,1
8674559,1,1,0
8735048,1,1,1
8735061,1,1,0
8795589,1,1,1
8795602,1,1,0
8856179,1,1,1
8856192,1,1,0
8916805,1,1,1
8916817,1,1,0
8977465,1,1,1
8977478,1,1,0
9038174,1,1,1
9038186,1,1,0
9098920,1,1,1
9098933,1,1,0
9159705,1,1,1
9159718,1,1,0
9220533,1,1,1
9220545,1,1,0
9281397,1,1,1
9281410,1,1,0
9342300,1,1,1
9342313,1,1,0
9403247,1,1,1
9403260,1,1,0
9464230,1,1,1
9464243,1,1,0
9525248,1,1,1
9525261,1,1,0
9586308,1,1,1
9586321,1,1,0
9647412,1,1,1
9647425,1,1,0
9708554,1,1,1
9708567,1,1,0
9769743,1,1,1
9769756,1,1,0
9830966,1,1,1
9830979,1,1,0
9892229,1,1,1
9892241,1,1,0
9953530,1,1,1
9953543,1,1,0
10014873,1,1,1
10014886,1,1,0
10076248,1,1,1
10076261,1,1,0
10137663,1,1,1
10137676,1,1,0
10199117,1,1,1
10199130,1,1,0
10260608,1,1,1
10260621,1,1,0
10322142,1,1,1
10322155,1,1,0
10383711,1,1,1
10383723,1,1,0
10445317,1,1,1
10445330,1,1,0
10506965,1,1,1
10506978,1,1,0
10568655,1,1,1
10568668,1,1,0
10630385,1,1,1
10630397,1,1,0
10692158,1,1,1
10692171,1,1,0
10753968,1,1,1
10753980,1,1,0
10815817,1,1,1
10815829,1,1,0
10877707,1,1,1
10877720,1,1,0
10939638,1,1,1
10939651,1,1,0
11001611,1,1,1
11001624,1,1,0
11063617,1,1,1
11063630,1,1,0
11125665,1,1,1
11125678,1,1,0
11187754,1,1,1
11187767,1,1,0
11249887,1,1,1
11249900,1,1,0
11312058,1,1,1
11312071,1,1,0
11374267,1,1,1
11374280,1,1,0
11436515,1,1,1
11436528,1,1,0
11498803,1,1,1
11498816,1,1,0
11561127,1,1,1
11561140,1,1,0
