0,0,0
6068731,0,1
6068743,1,1
6188833,1,0
6308800,1,1
6308803,1,0
6428774,1,1
6428776,1,0
6548747,1,1
6548750,1,0
6668725,1,1
6668727,1,0
6788700,1,1
6788703,1,0
6908679,1,1
6908681,1,0
7028652,1,1
7028655,1,0
7148630,1,1
7148632,1,0
7268608,1,1
7268610,1,0
7388594,1,1
7388596,1,0
7508574,1,1
7508577,1,0
7628554,1,1
7628557,1,0
7748535,1,1
7748538,1,0
7868519,1,1
7868522,1,0
7988500,1,1
7988502,1,0
8108481,1,1
8108483,1,0
8228466,1,1
8228468,1,0
8348457,1,1
8348460,1,0
8468449,1,1
8468452,1,0
8588437,1,1
8588439,1,0
8708425,1,1
8708428,1,0
8828411,1,1
8828413,1,0
8948396,1,1
8948399,1,0
9068380,1,1
9068382,1,0
9188360,1,1
9188363,1,0
9308344,1,1
9308346,1,0
9428332,1,1
9428335,1,0
9548322,1,1
9548325,1,0
9668411,1,1
9668413,1,0
9788395,1,1
9788398,1,0
9908386,1,1
9908389,1,0
10028375,1,1
10028377,1,0
10148362,1,1
10148365,1,0
10268350,1,1
10268352,1,0
10388329,1,1
10388332,1,0
10508303,1,1
10508305,1,0
10628281,1,1
10628283,1,0
10748270,1,1
10748273,1,0
10868274,1,1
10868277,1,0
10988270,1,1
10988273,1,0
11108264,1,1
11108266,1,0
11228254,1,1
11228257,1,0
11348247,1,1
11348249,1,0
11468236,1,1
11468239,1,0
11588223,1,1
11588226,1,0
11708203,1,1
11708205,1,0
11828193,1,1
11828196,1,0
11948191,1,1
11948194,1,0
12068208,1,1
12068210,1,0
12188204,1,1
12188207,1,0
12308199,1,1
12308201,1,0
12428190,1,1
12428193,1,0
12548186,1,1
12548189,1,0
12668181,1,1
12668184,1,0
12788174,1,1
12788176,1,0
12908166,1,1
12908168,1,0
13028164,1,1
13028167,1,0
13148163,1,1
13148165,1,0
13268168,1,1
13268170,1,0
13388160,1,1
13388163,1,0
13508154,1,1
13508156,1,0
13628146,1,1
13628149,1,0
13748136,1,1
13748139,1,0
13868120,1,1
13868123,1,0
13988108,1,1
13988111,1,0
14064827,0,0
14108103,0,1
14108105,0,0
14228094,0,1
14228097,0,0
14348088,0,1
14348090,0,0
14468094,0,1
14468097,0,0
14588085,0,1
14588087,0,0
14708074,0,1
14708076,0,0
14828061,0,1
14828063,0,0
14948057,0,1
14948060,0,0
15068059,0,1
15068061,0,0
15188063,0,1
15188065,0,0
15308059,0,1
15308061,0,0
15428056,0,1
15428058,0,0
15548052,0,1
15548055,0,0
15668061,0,1
15668064,0,0
15788052,0,1
15788054,0,0
15908042,0,1
15908045,0,0
16028033,0,1
16028036,0,0
16148029,0,1
16148032,0,0
16268020,0,1
16268023,0,0
16388018,0,1
16388020,0,0
16508014,0,1
16508017,0,0
16628007,0,1
16628010,0,0
16748008,0,1
16748010,0,0
16868018,0,1
16868020,0,0
16988015,0,1
16988018,0,0
17108010,0,1
17108013,0,0
17227999,0,1
17228002,0,0
17347979,0,1
17347982,0,0
17467959,0,1
17467962,0,0
17587946,0,1
17587949,0,0
17707922,0,1
17707924,0,0
17827911,0,1
17827914,0,0
17947649,0,1
17947652,0,0
18067637,0,1
18067640,0,0
18187630,0,1
18187632,0,0
18307630,0,1
18307633,0,0
18427630,0,1
18427632,0,0
18547624,0,1
18547627,0,0
18667611,0,1
18667614,0,0
18787593,0,1
18787596,0,0
18907576,0,1
18907578,0,0
19027561,0,1
19027563,0,0
19147550,0,1
19147553,0,0
19267534,0,1
19267537,0,0
19387531,0,1
19387534,0,0
19507533,0,1
19507535,0,0
19627529,0,1
19627532,0,0
19747530,0,1
19747532,0,0
19867524,0,1
19867526,0,0
19987518,0,1
19987521,0,0
20107507,0,1
20107509,0,0
20227484,0,1
20227487,0,0
20347476,0,1
20347478,0,0
20467468,0,1
20467471,0,0
20587458,0,1
20587460,0,0
20707452,0,1
20707454,0,0
20827443,0,1
20827445,0,0
20947429,0,1
20947431,0,0
21067420,0,1
21067423,0,0
21187411,0,1
21187414,0,0
21307395,0,1
21307397,0,0
21427379,0,1
21427381,0,0
21547373,0,1
21547376,0,0
21667370,0,1
21667372,0,0
21787362,0,1
21787365,0,0
21907350,0,1
21907352,0,0
22027334,0,1
22027336,0,0
22061052,1,0
22147317,1,1
22147319,1,0
22267301,1,1
22267304,1,0
22387295,1,1
22387298,1,0
22507290,1,1
22507292,1,0
22627287,1,1
22627290,1,0
22747281,1,1
22747284,1,0
22867267,1,1
22867269,1,0
22987261,1,1
22987264,1,0
23107260,1,1
23107262,1,0
23227259,1,1
23227261,1,0
23347263,1,1
23347266,1,0
23467269,1,1
23467272,1,0
23587256,1,1
23587259,1,0
23707236,1,1
23707239,1,0
23827213,1,1
23827216,1,0
23947195,1,1
23947198,1,0
24067188,1,1
24067190,1,0
24187179,1,1
24187182,1,0
24307174,1,1
24307177,1,0
24427170,1,1
24427172,1,0
24547166,1,1
24547169,1,0
24667168,1,1
24667171,1,0
24787167,1,1
24787170,1,0
24907166,1,1
24907168,1,0
25027164,1,1
25027167,1,0
25147170,1,1
25147172,1,0
25267176,1,1
25267178,1,0
25387181,1,1
25387184,1,0
25507180,1,1
25507182,1,0
25627185,1,1
25627188,1,0
25747195,1,1
25747197,1,0
25867202,1,1
25867204,1,0
25987215,1,1
25987217,1,0
26107228,1,1
26107231,1,0
26227228,1,1
26227231,1,0
26347228,1,1
26347231,1,0
26467232,1,1
26467235,1,0
26587241,1,1
26587244,1,0
26707250,1,1
26707252,1,0
26827256,1,1
26827259,1,0
26947260,1,1
26947263,1,0
27067265,1,1
27067267,1,0
27187268,1,1
27187271,1,0
27307263,1,1
27307266,1,0
27427253,1,1
27427256,1,0
27547244,1,1
27547247,1,0
27667235,1,1
27667237,1,0
27787233,1,1
27787235,1,0
27907236,1,1
27907238,1,0
28027237,1,1
28027240,1,0
28147242,1,1
28147245,1,0
28267243,1,1
28267245,1,0
28387245,1,1
28387247,1,0
28507253,1,1
28507255,1,0
28627262,1,1
28627264,1,0
28747259,1,1
28747262,1,0
28867256,1,1
28867258,1,0
28987253,1,1
28987255,1,0
29107249,1,1
29107251,1,0
29227245,1,1
29227247,1,0
29347244,1,1
29347246,1,0
29467239,1,1
29467242,1,0
29587230,1,1
29587232,1,0
29707225,1,1
29707227,1,0
29827219,1,1
29827222,1,0
29947229,1,1
29947232,1,0
30057749,0,0
30067236,0,1
30067238,0,0
30187244,0,1
30187247,0,0
30307245,0,1
30307247,0,0
30427248,0,1
30427250,0,0
30547259,0,1
30547262,0,0
30667269,0,1
30667272,0,0
30787090,0,1
30787093,0,0
30907096,0,1
30907099,0,0
31027099,0,1
31027102,0,0
31147101,0,1
31147104,0,0
31267095,0,1
31267098,0,0
31387095,0,1
31387097,0,0
31507091,0,1
31507093,0,0
31627084,0,1
31627086,0,0
31747082,0,1
31747084,0,0
31867076,0,1
31867078,0,0
31987067,0,1
31987069,0,0
32107064,0,1
32107067,0,0
32227056,0,1
32227059,0,0
32347053,0,1
32347055,0,0
32467052,0,1
32467055,0,0
32587047,0,1
32587050,0,0
32707043,0,1
32707045,0,0
32827040,0,1
32827042,0,0
32947048,0,1
32947051,0,0
33067054,0,1
33067056,0,0
33187064,0,1
33187066,0,0
33307076,0,1
33307079,0,0
33427085,0,1
33427087,0,0
33547095,0,1
33547098,0,0
33667102,0,1
33667104,0,0
33787099,0,1
33787102,0,0
33907088,0,1
33907090,0,0
34027083,0,1
34027086,0,0
34147079,0,1
34147082,0,0
34267079,0,1
34267082,0,0
34387079,0,1
34387081,0,0
34507071,0,1
34507074,0,0
34627065,0,1
34627068,0,0
34747059,0,1
34747062,0,0
34867052,0,1
34867054,0,0
34987048,0,1
34987051,0,0
35107047,0,1
35107049,0,0
35227038,0,1
35227040,0,0
35347030,0,1
35347032,0,0
35467023,0,1
35467025,0,0
35587025,0,1
35587028,0,0
35707037,0,1
35707040,0,0
35827047,0,1
35827050,0,0
35947047,0,1
35947050,0,0
36067042,0,1
36067045,0,0
36187035,0,1
36187038,0,0
36307030,0,1
36307032,0,0
36427019,0,1
36427022,0,0
36547011,0,1
36547014,0,0
36667008,0,1
36667010,0,0
36787019,0,1
36787022,0,0
36907032,0,1
36907034,0,0
37027039,0,1
37027042,0,0
37147047,0,1
37147050,0,0
37267048,0,1
37267051,0,0
37387046,0,1
37387049,0,0
37507046,0,1
37507049,0,0
37627044,0,1
37627047,0,0
37747039,0,1
37747041,0,0
37867038,0,1
37867040,0,0
37987036,0,1
37987038,0,0
38054523,1,0
38107038,1,1
38107040,1,0
38227039,1,1
38227042,1,0
38347046,1,1
38347048,1,0
38467058,1,1
38467061,1,0
38587063,1,1
38587066,1,0
38707068,1,1
38707070,1,0
38827061,1,1
38827064,1,0
38947053,1,1
38947056,1,0
39067040,1,1
39067042,1,0
39187025,1,1
39187028,1,0
39307017,1,1
39307020,1,0
39427008,1,1
39427010,1,0
39546994,1,1
39546996,1,0
39666984,1,1
39666986,1,0
39786974,1,1
39786976,1,0
39906957,1,1
39906960,1,0
40026945,1,1
40026948,1,0
40146936,1,1
40146939,1,0
40266931,1,1
40266934,1,0
40386927,1,1
40386929,1,0
40506917,1,1
40506920,1,0
40626908,1,1
40626910,1,0
40746898,1,1
40746901,1,0
40866890,1,1
40866892,1,0
40986882,1,1
40986884,1,0
41106878,1,1
41106881,1,0
41226876,1,1
41226879,1,0
41346885,1,1
41346888,1,0
41466884,1,1
41466887,1,0
41586893,1,1
41586895,1,0
41706906,1,1
41706909,1,0
41826919,1,1
41826921,1,0
41946930,1,1
41946932,1,0
42066939,1,1
42066941,1,0
42186946,1,1
42186948,1,0
42306955,1,1
42306958,1,0
42426963,1,1
42426965,1,0
42546964,1,1
42546966,1,0
42666969,1,1
42666971,1,0
42786973,1,1
42786976,1,0
42906977,1,1
42906979,1,0
43026981,1,1
43026983,1,0
43146985,1,1
43146987,1,0
43266991,1,1
43266994,1,0
43386999,1,1
43387002,1,0
43507008,1,1
43507010,1,0
43626822,1,1
43626825,1,0
43746836,1,1
43746839,1,0
43866844,1,1
43866846,1,0
43986843,1,1
43986846,1,0
44106850,1,1
44106852,1,0
44226850,1,1
44226852,1,0
44346851,1,1
44346853,1,0
44466853,1,1
44466855,1,0
44586853,1,1
44586855,1,0
44706861,1,1
44706863,1,0
44826867,1,1
44826870,1,0
44946877,1,1
44946879,1,0
45066883,1,1
45066886,1,0
45186882,1,1
45186885,1,0
45306883,1,1
45306885,1,0
45426883,1,1
45426886,1,0
45546889,1,1
45546892,1,0
45666894,1,1
45666896,1,0
45786898,1,1
45786901,1,0
45906904,1,1
45906906,1,0
46026903,1,1
46026905,1,0
46051364,0,0
46146893,0,1
46146895,0,0
46266885,0,1
46266887,0,0
46386876,0,1
46386878,0,0
46506869,0,1
46506872,0,0
46626860,0,1
46626863,0,0
46746853,0,1
46746856,0,0
46866847,0,1
46866849,0,0
46986854,0,1
46986857,0,0
47106864,0,1
47106867,0,0
47226866,0,1
47226868,0,0
47346865,0,1
47346867,0,0
47466866,0,1
47466868,0,0
47586872,0,1
47586874,0,0
47706877,0,1
47706880,0,0
47826887,0,1
47826890,0,0
47946893,0,1
47946896,0,0
48066896,0,1
48066898,0,0
48186901,0,1
48186903,0,0
48306904,0,1
48306907,0,0
48426911,0,1
48426913,0,0
48546907,0,1
48546910,0,0
48666900,0,1
48666902,0,0
48786900,0,1
48786903,0,0
48906896,0,1
48906899,0,0
49026885,0,1
49026888,0,0
49146869,0,1
49146872,0,0
49266857,0,1
49266859,0,0
49386851,0,1
49386854,0,0
49506844,0,1
49506846,0,0
49626846,0,1
49626849,0,0
49746842,0,1
49746845,0,0
49866841,0,1
49866843,0,0
49986838,0,1
49986840,0,0
50106837,0,1
50106839,0,0
50226839,0,1
50226841,0,0
50346848,0,1
50346850,0,0
50466856,0,1
50466859,0,0
50586866,0,1
50586869,0,0
50706879,0,1
50706881,0,0
50826892,0,1
50826895,0,0
50946888,0,1
50946891,0,0
51066893,0,1
51066896,0,0
51186896,0,1
51186899,0,0
51306896,0,1
51306899,0,0
51426894,0,1
51426897,0,0
51546899,0,1
51546902,0,0
51666905,0,1
51666907,0,0
51786911,0,1
51786914,0,0
51906918,0,1
51906921,0,0
52026932,0,1
52026935,0,0
52146940,0,1
52146943,0,0
52266943,0,1
52266946,0,0
52386939,0,1
52386942,0,0
52506935,0,1
